año,Mes,Estamento,cargo_funcion,grado_jornada,calif_form,region,as_espec,r_bruta_mens,r_liquida_mens,r_adic,r_bonos_inc,der_hr_ext,mont_hr_ext_diur,mont_hr_ext_noct,mont_hr_ext_fest,fecha_in,fecha_ter,viaticos,observaciones,id
2021,Noviembre,Administrativo,SECRETARIA ADMINISTRACION MUNI,13,LICENCIA EDUCACION MEDIA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(07),$812.113,660.183,-,-,No,No tiene,No tiene,No tiene,01-01-2017,31-12-2021,No informa,Sin observaciones,220
2021,Noviembre,Profesional,ASISTENTE SOCIAL DEPTO SOCIAL,10,TRABAJADORA SOCIAL,Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(33)(07),$1.479.750,1.017.681,-,-,No,No tiene,No tiene,No tiene,01-01-2017,31-12-2021,No informa,Sin observaciones,221
2021,Noviembre,Administrativo,ATENCION PUBLICO RENTAS,17,ADMINISTRACION,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(33)(07),$549.395,249.525,-,-,No,No tiene,No tiene,No tiene,05-08-2015,31-12-2021,No informa,Sin observaciones,223
2021,Noviembre,Administrativo,FISCALIZADOR DIRECCION OBRAS,11,LICENCIA EDUCACION MEDIA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(07),$971.920,599.536,-,-,No,No tiene,No tiene,No tiene,01-12-2017,31-12-2021,No informa,Sin observaciones,228
2021,Noviembre,Administrativo,APOYO ADMINISTRATIVO SEGURIDAD,15,TECNICO EN ADMINISTRACION DE EMPRESAS,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(13)(12)(07),$620.856,444.440,-,-,Sí,"39.982,00 : 15,00 hrs","95.958,00 : 30,00 hrs",No tiene,03-09-2018,31-12-2021,No informa,Sin observaciones,237
2021,Noviembre,Administrativo,SUPERVISOR COMPRAS DASG,11,LICENCIA EDUCACION MEDIA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(33)(12)(07),$987.477,675.283,-,-,Sí,"24.571,00 : 5,00 hrs",No tiene,No tiene,01-02-2017,31-12-2021,No informa,Sin observaciones,239
2021,Noviembre,Profesional,PREVENCIONISTA DE RIESGO,10,"INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE",Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(33)(12)(07),$1.479.750,1.180.573,-,-,Sí,"76.445,00 : 13,00 hrs",No tiene,No tiene,01-01-2017,31-12-2021,No informa,Sin observaciones,242
2021,Noviembre,Profesional,DESARROLLO Y SEGURIDAD DITEC,8,INGENIERO EN COMPUTACION E INFORMATICA,Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(33)(12)(07),$2.055.495,1.650.140,-,-,Sí,"137.440,00 : 16,00 hrs",No tiene,No tiene,01-11-2007,31-12-2021,No informa,Sin observaciones,243
2021,Noviembre,Directivo,DIRECTORA GESTION DEL RIESGO DE DESASTRES,4,PSICOLOGA,Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(07),$2.723.227,2.164.380,-,-,No,No tiene,No tiene,No tiene,06-02-2017,Indefinido,No informa,Sin observaciones,247
2021,Noviembre,Profesional,FORMULACION PROYECTOS SECPLA,7,GEOGRAFO,Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(33)(12)(07),$2.422.281,1.976.055,-,-,Sí,"102.775,00 : 10,00 hrs",No tiene,No tiene,01-01-2017,31-12-2021,No informa,Sin observaciones,259
2021,Noviembre,Profesional,ENCARGADO MEDIO AMBIENTE,7,MEDICO VETERINARIO,Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(33)(13)(12)(07),$2.453.444,1.939.601,-,-,Sí,"41.110,00 : 4,00 hrs","49.332,00 : 4,00 hrs",No tiene,13-03-1997,31-12-2021,No informa,Sin observaciones,262
2021,Noviembre,Administrativo,INSPECTOR SEGURIDAD HUMANA,15,LICENCIA EDUCACION MEDIA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(13)(12)(07),$618.173,550.714,-,-,Sí,"10.662,00 : 4,00 hrs","143.937,00 : 45,00 hrs",No tiene,01-01-2018,31-12-2021,No informa,Sin observaciones,263
2021,Noviembre,Técnico,APOYO TECNICO SEGURIDAD HUMANA,9,LICENCIADO EN GEOGRAFIA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(33)(13)(12)(07),$1.406.378,1.273.732,-,-,Sí,"142.158,00 : 20,00 hrs","170.589,00 : 20,00 hrs",No tiene,01-01-2019,31-12-2021,No informa,Sin observaciones,270
2021,Noviembre,Técnico,DIBUJANTE TECNICO DOM,9,DIBUJANTE TECNICO PROYECTISTA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(07),$1.388.235,1.074.960,-,-,No,No tiene,No tiene,No tiene,01-02-2014,31-12-2021,No informa,Sin observaciones,272
2021,Noviembre,Profesional,AUDITOR REVISOR CONTROL,8,INGENIERO CIVIL INDUSTRIAL,Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(07),$2.045.696,1.621.011,-,-,No,No tiene,No tiene,No tiene,01-06-2016,31-12-2021,No informa,Sin observaciones,277
2021,Noviembre,Profesional,PROFESIONAL APOYO ALCALDIA,5,PERIODISTA,Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(07),$3.232.644,2.628.875,-,-,No,No tiene,No tiene,No tiene,01-11-2019,31-12-2021,No informa,Sin observaciones,279
2021,Noviembre,Profesional,FORMULACION PROYECTOS SECPLA,7,CONSTRUCTOR CIVIL,Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(33)(12)(07),$2.422.281,1.906.093,-,-,Sí,"102.775,00 : 10,00 hrs",No tiene,No tiene,01-01-2017,31-12-2021,No informa,Sin observaciones,285
2021,Noviembre,Administrativo,TRANSCRIPCION PLANILLAS DIDECO,14,TECNICO EN COMERCIO EXTERIOR,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(33)(07),$709.575,581.770,-,-,No,No tiene,No tiene,No tiene,01-01-2019,31-12-2021,No informa,Sin observaciones,294
2021,Noviembre,Administrativo,INSPECTOR SEGURIDAD HUMANA,16,LICENCIA DE EDUCACION MEDIA HUMANISTICO CIENTIFICA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(07),$592.931,457.937,-,-,No,No tiene,No tiene,No tiene,01-03-2021,31-12-2021,No informa,Sin observaciones,299
2021,Noviembre,Administrativo,INSPECTOR SEGURIDAD HUMANA,15,TECNICO EN COMBUSTION INTERNA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(13)(12)(07),$618.173,553.822,-,-,Sí,"2.665,00 : 1,00 hrs","79.965,00 : 25,00 hrs",No tiene,01-05-2018,31-12-2021,No informa,Sin observaciones,307
2021,Noviembre,Administrativo,EXAMINADOR DEPTO. LICENCIAS,13,LICENCIA ENSEÑANZA MEDIA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(07),$786.562,591.119,-,-,No,No tiene,No tiene,No tiene,01-08-2021,31-12-2021,No informa,Sin observaciones,312
2021,Noviembre,Administrativo,EXAMINADOR DEPTO LICENCIAS,13,TECNICO NIVEL SUPERIOR EN ADMINISTRACION,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(33)(12)(07),$799.900,483.662,-,-,Sí,"3.487,00 : 1,00 hrs",No tiene,No tiene,08-05-2017,31-12-2021,No informa,Sin observaciones,314
2021,Noviembre,Administrativo,GESTOR TERRITORIAL SENDA,11,LICENCIA EDUCACION MEDIA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(13)(12)(07),$971.920,901.200,-,-,Sí,"68.797,00 : 14,00 hrs","47.175,00 : 8,00 hrs",No tiene,01-03-2020,31-12-2021,No informa,Sin observaciones,319
2021,Noviembre,Profesional,INSPECTOR TECNICO DOM,8,INGENIERO EN PROYECTOS INDUSTRIALES,Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(33)(07),$2.065.293,1.559.029,-,-,No,No tiene,No tiene,No tiene,01-02-2017,31-12-2021,No informa,Sin observaciones,326
2021,Noviembre,Administrativo,INSPECTOR SEGURIDAD HUMANA,15,LICENCIA DE EDUCACION MEDIA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(07),$618.173,75.454,-,-,No,No tiene,No tiene,No tiene,09-04-2018,31-12-2021,No informa,Sin observaciones,327
2021,Noviembre,Auxiliar,AUXILIAR SERVICIOS DASG,16,2 MEDIO,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(33)(13)(12)(07),$599.546,639.835,-,-,Sí,"100.473,00 : 40,00 hrs","165.780,00 : 55,00 hrs",No tiene,15-06-2017,31-12-2021,No informa,Sin observaciones,333
2021,Noviembre,Administrativo,INSPECTOR SEGURIDAD HUMANA,15,TECNICO MECANICO,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(33)(13)(12)(07),$629.606,623.367,-,-,Sí,"26.655,00 : 10,00 hrs","150.334,00 : 47,00 hrs",No tiene,01-03-2019,31-12-2021,No informa,Sin observaciones,335
2021,Noviembre,Auxiliar,CONDUCTOR ALCALDIA,13,2 MEDIO,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(33)(13)(12)(07),$794.898,741.210,-,-,Sí,"87.185,00 : 25,00 hrs","100.437,00 : 24,00 hrs",No tiene,09-01-2017,31-12-2021,No informa,Sin observaciones,338
2021,Noviembre,Administrativo,ATENCION PUBLICO CONVENIOS,13,LICENCIA EDUCACION MEDIA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(33)(07),$793.231,539.127,-,-,No,No tiene,No tiene,No tiene,01-01-2018,31-12-2021,No informa,Sin observaciones,339
2021,Noviembre,Profesional,GEOGRAFO DEPTO URBANISMO,7,GEOGRAFO,Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(33)(07),$2.422.281,1.627.744,-,-,No,No tiene,No tiene,No tiene,01-06-2017,31-12-2021,No informa,Sin observaciones,343
2021,Noviembre,Administrativo,GESTION ADMINISTRATIVA CIAM,14,TECNICO EN NIVEL SUPERIOR EN TRABAJO SOCIAL,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(33)(13)(12)(07),$706.892,643.997,-,-,Sí,"60.162,00 : 20,00 hrs","14.439,00 : 4,00 hrs",No tiene,17-03-2017,31-12-2021,No informa,Sin observaciones,344
2021,Noviembre,Administrativo,INSPECTOR SEGURIDAD HUMANA,16,CERTIFICADO DE EDUCACION MEDIA HUMINTICO CIENTIFICA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(13)(12)(07),$592.931,600.756,-,-,Sí,"2.512,00 : 1,00 hrs","129.610,00 : 43,00 hrs",No tiene,01-02-2021,31-12-2021,No informa,Sin observaciones,345
2021,Noviembre,Administrativo,INSPECTOR SEGURIDAD HUMANA,16,LICENCIA DE EDUCACION MEDIA HUNANISTICO CIENTIFICA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(13)(12)(07),$592.931,552.336,-,-,Sí,"2.512,00 : 1,00 hrs","150.709,00 : 50,00 hrs",No tiene,01-02-2021,30-11-2021,No informa,Sin observaciones,346
2021,Noviembre,Técnico,OPERADOR MANTENCION EQUIPOS,10,ANALISTA DE SISTEMA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(33)(12)(07),$1.239.146,940.366,-,-,Sí,"41.163,00 : 7,00 hrs",No tiene,No tiene,01-11-1999,31-12-2021,No informa,Sin observaciones,350
2021,Noviembre,Profesional,INGRESOS OF.PARTES VIRTUAL,9,EDUCADORA DE PARVULO,Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(12)(07),$1.728.368,1.362.259,-,-,Sí,"71.079,00 : 10,00 hrs",No tiene,No tiene,01-01-2018,31-12-2021,No informa,Sin observaciones,352
2021,Noviembre,Administrativo,SECRETARIA ALCALDIA,11,LICENCIA EDUCACION MEDIA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(33)(13)(12)(07),$1.026.372,1.001.188,-,-,Sí,"152.337,00 : 31,00 hrs","70.763,00 : 12,00 hrs",No tiene,22-07-2004,31-12-2021,No informa,Sin observaciones,355
2021,Noviembre,Profesional,AUDITOR REVISOR CONTROL,8,CONTADOR PUBLICO Y AUDITOR,Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(33)(07),$2.065.293,1.524.703,-,-,No,No tiene,No tiene,No tiene,01-06-2017,31-12-2021,No informa,Sin observaciones,359
2021,Noviembre,Profesional,ENCARGADO OOCC,7,SOCIOLOGO,Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(33)(07),$2.422.281,1.871.277,-,-,No,No tiene,No tiene,No tiene,01-01-2019,31-12-2021,No informa,Sin observaciones,360
2021,Noviembre,Administrativo,INSPECTOR SEGURIDAD HUMANA,15,LICENCIA EDUCACION MEDIA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(13)(12)(07),$618.173,545.039,-,-,Sí,"5.331,00 : 2,00 hrs","105.554,00 : 33,00 hrs",No tiene,01-04-2020,31-12-2021,No informa,Sin observaciones,372
2021,Noviembre,Administrativo,ANALISTA CONTABLE,11,LICENCIA EDUCACION MEDIA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(33)(07),$1.073.044,864.234,-,-,No,No tiene,No tiene,No tiene,18-07-1997,31-12-2021,No informa,Sin observaciones,375
2021,Noviembre,Administrativo,INSPECTOR SEGURIDAD HUMANA,15,LICENCIA EDUCACION MEDIA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(13)(12)(07),$618.173,671.822,-,-,Sí,"39.982,00 : 15,00 hrs","188.717,00 : 59,00 hrs",No tiene,01-05-2020,31-12-2021,No informa,Sin observaciones,383
2021,Noviembre,Profesional,PROFESIONAL APOYO DIDECO,8,PSICOLOGO,Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(33)(07),$2.065.293,1.637.738,-,-,No,No tiene,No tiene,No tiene,01-04-2017,31-12-2021,No informa,Sin observaciones,388
2021,Noviembre,Administrativo,SECRETARIA DEPTO. FINANZAS,16,LICENCIA DE EDUCACION MEDIA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(33)(07),$603.516,454.927,-,-,No,No tiene,No tiene,No tiene,01-06-2014,31-12-2021,No informa,Sin observaciones,391
2021,Noviembre,Técnico,AUDITORA REVISORA CONTROL,10,TECNICO UNIVERSITARIO GESTION ADMINISTRATIVA,Región Metropolitana de Santiago,(78)(76)(75)(66)(44)(33)(12)(07),$1.197.144,781.800,-,-,Sí,"17.641,00 : 3,00 hrs",No tiene,No tiene,20-09-2011,31-12-2021,No informa,Sin observaciones,401
2021,Noviembre,Profesional,ENCARGADA DEPTO VIVIENDA,8,ASISTENTE SOCIAL,Región Metropolitana de Santiago,(153)(78)(76)(75)(66)(44)(33)(07),$2.065.293,1.596.916,-,-,No,No tiene,No tiene,No tiene,07-01-2019,31-12-2021,No informa,Sin observaciones,403
2021,Diciembre,Profesional,ENCARGADO PLATAFORMA MUNICIPAL,10,INGENIERO EN INFORMATICA,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(12)(07),$2.730.949,2.240.749,-,-,Sí,"105.847,00 : 18,00 hrs",No tiene,No tiene,01-01-2018,31-12-2021,No informa,Sin observaciones,12
2021,Diciembre,Profesional,ABOGADA DIRECCION JURIDICA,7,ABOGADO,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(07),$4.241.313,3.560.852,-,-,No,No tiene,No tiene,No tiene,01-02-2015,31-12-2021,No informa,Sin observaciones,19
2021,Diciembre,Profesional,GESTION AUDIENCIAS ALCALDIA,12,TRABAJADORA SOCIAL,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(32)(07),$2.198.400,1.788.539,-,-,No,No tiene,No tiene,No tiene,01-05-2020,31-12-2021,No informa,Sin observaciones,22
2021,Diciembre,Administrativo,INSPECTORA MUNICIPAL,16,INGENIERO EN PREVENCION DE RIESGOS LABORALES,Región Metropolitana de Santiago,(151)(150)(149)(78)(76)(75)(66)(44)(32)(13)(12)(07),$1.444.514,1.293.706,-,-,Sí,"92.937,00 : 37,00 hrs","183.865,00 : 61,00 hrs",No tiene,01-05-2018,31-12-2021,No informa,Sin observaciones,23
2021,Diciembre,Técnico,ENCARGADA RENDICIONES PROGRAMA,13,INGENIERO EN ADMINISTRACION DE EMPRESAS,Región Metropolitana de Santiago,(151)(150)(149)(78)(76)(75)(66)(44)(32)(13)(12)(07),$1.772.602,1.584.165,-,-,Sí,"52.311,00 : 15,00 hrs","71.143,00 : 17,00 hrs",No tiene,01-05-2020,31-12-2021,No informa,Sin observaciones,25
2021,Diciembre,Profesional,ENCARGADO PERMISOS PUBLICIDAD,6,INGENIERO COMERCIAL,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(33)(07),$4.956.263,4.145.041,-,-,No,No tiene,No tiene,No tiene,01-01-2017,31-12-2021,No informa,Sin observaciones,26
2021,Diciembre,Técnico,APOYO SOLICITUDES COMUNIDAD,10,PREPARADOR FISICO,Región Metropolitana de Santiago,(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(13)(12)(07),$2.411.941,2.331.896,-,-,Sí,"158.771,00 : 27,00 hrs","239.920,00 : 34,00 hrs",No tiene,01-12-2016,31-12-2021,No informa,Sin observaciones,35
2021,Diciembre,Profesional,APOYO DIRECCION SEGURIDAD HUMA,10,ABOGADA,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(32)(13)(12)(07),$2.722.038,2.276.244,-,-,Sí,"117.608,00 : 20,00 hrs","42.339,00 : 6,00 hrs",No tiene,01-05-2020,31-12-2021,No informa,Sin observaciones,37
2021,Diciembre,Administrativo,MECANICO TALLER DMAOS,12,TECNICO EN MECANICA AUTOMOTRIZ,Región Metropolitana de Santiago,(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(13)(12)(07),$2.062.021,1.755.934,-,-,Sí,"4.108,00 : 1,00 hrs","49.293,00 : 10,00 hrs",No tiene,04-07-2017,31-12-2021,No informa,Sin observaciones,38
2021,Diciembre,Administrativo,INSPECTOR SEGURIDAD HUMANA,15,LICENCIA EDUCACION MEDIA,Región Metropolitana de Santiago,(151)(150)(149)(32),$381.178,321.832,-,-,No,No tiene,No tiene,No tiene,23-09-2020,31-10-2021,No informa,Sin observaciones,41
2021,Diciembre,Administrativo,ENCARGADO DEPTO CULTURA,11,LICENCIA EDUCACION  MEDIA,Región Metropolitana de Santiago,(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(13)(12)(07),$2.205.750,2.051.277,-,-,Sí,"147.423,00 : 30,00 hrs","123.835,00 : 21,00 hrs",No tiene,01-05-1990,31-12-2021,No informa,Sin observaciones,43
2021,Diciembre,Profesional,PROFESIONAL APOYO DIDECO,9,INGENIERO EN AGRONEGOCIOS,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(32)(13)(12)(07),$3.160.671,2.613.401,-,-,Sí,"42.647,00 : 6,00 hrs","34.118,00 : 4,00 hrs",No tiene,01-01-2018,31-12-2021,No informa,Sin observaciones,51
2021,Diciembre,Profesional,ASISTENTE SOCIAL,10,ASISTENTE SOCIAL,Región Metropolitana de Santiago,(153)(150)(149)(78)(76)(75)(66)(44)(32)(07),$2.458.113,1.994.086,-,-,No,No tiene,No tiene,No tiene,01-06-2021,31-12-2021,No informa,Sin observaciones,52
2021,Diciembre,Auxiliar,CONDUCTOR DMAOS,17,LICENCIA EDUCACION BASICA,Región Metropolitana de Santiago,(151)(150)(149)(78)(75)(66)(44)(32)(13)(12)(07),$1.249.547,1.042.839,-,-,Sí,"66.242,00 : 30,00 hrs","58.293,00 : 22,00 hrs",No tiene,01-12-2017,31-12-2021,No informa,Sin observaciones,53
2021,Diciembre,Administrativo,DIGITADOR PERMISO CIRCULACION,13,LICENCIA EDUCACION MEDIA,Región Metropolitana de Santiago,(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(07),$1.826.832,1.468.163,-,-,No,No tiene,No tiene,No tiene,01-02-2018,31-12-2021,No informa,Sin observaciones,55
2021,Diciembre,Auxiliar,AUXILIAR APOYO ALCALDIA,18,LICENCIA EDUCACION MEDIA,Región Metropolitana de Santiago,(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(07),$1.266.774,1.026.014,-,-,No,No tiene,No tiene,No tiene,01-01-2018,31-12-2021,No informa,Sin observaciones,62
2021,Diciembre,Profesional,PROFESIONAL APOYO SECPLA,10,INGENIERO COMERCIAL,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(07),$2.677.488,2.171.365,-,-,No,No tiene,No tiene,No tiene,01-01-2017,31-12-2021,No informa,Sin observaciones,63
2021,Diciembre,Profesional,ABOGADA DIRECCION DE OBRAS,10,ABOGADO,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(12)(07),$2.736.957,2.257.748,-,-,Sí,"58.804,00 : 10,00 hrs",No tiene,No tiene,01-04-2019,31-12-2021,No informa,Sin observaciones,67
2021,Diciembre,Profesional,APOYO OPERATIVO ALCALDIA,12,PROFESOR EDUCACION FISICA,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(13)(12)(07),$2.205.973,2.035.678,-,-,Sí,"123.233,00 : 30,00 hrs","157.738,00 : 32,00 hrs",No tiene,01-02-2019,31-12-2021,No informa,Sin observaciones,70
2021,Diciembre,Profesional,ENCARGADA CENTRO ADULTO MAYOR,10,TRABAJO SOCIAL,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(07),$2.678.913,2.158.173,-,-,No,No tiene,No tiene,No tiene,01-01-2017,31-12-2021,No informa,Sin observaciones,82
2021,Diciembre,Profesional,PROFESIONAL APOYO MEDIO AMBIEN,11,MEDICO VETERINARIO,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(13)(12)(07),$2.298.406,1.917.294,-,-,Sí,"63.883,00 : 13,00 hrs","58.969,00 : 10,00 hrs",No tiene,01-03-2018,31-12-2021,No informa,Sin observaciones,84
2021,Diciembre,Administrativo,ENCARGADA PROG.CHILE TE RECIBE,16,TECNICO PARAMEDICO,Región Metropolitana de Santiago,(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(13)(12)(07),$1.443.404,1.255.176,-,-,Sí,"20.095,00 : 8,00 hrs","6.028,00 : 2,00 hrs",No tiene,06-03-2017,31-12-2021,No informa,Sin observaciones,85
2021,Diciembre,Administrativo,INSPECTOR SEGURIDAD HUMANA,15,EDUCACION MEDIA HUMANISTA,Región Metropolitana de Santiago,(151)(150)(149)(78)(76)(75)(66)(44)(32)(13)(12)(07),$1.490.527,1.388.300,-,-,Sí,"2.665,00 : 1,00 hrs","172.724,00 : 54,00 hrs",No tiene,01-10-2020,31-12-2021,No informa,Sin observaciones,91
2021,Diciembre,Auxiliar,CONDUCTOR DMAOS,15,LICENCIA EDUCACION BASICA,Región Metropolitana de Santiago,(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(13)(12)(07),$1.491.221,1.358.936,-,-,Sí,"10.662,00 : 4,00 hrs","89.561,00 : 28,00 hrs",No tiene,06-08-2019,31-12-2021,No informa,Sin observaciones,93
2021,Diciembre,Profesional,FORMULACION PROYECTOS SECPLA,7,MAGISTER EN ECONOMIA URBANA,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(12)(07),$4.234.164,3.513.973,-,-,Sí,"102.775,00 : 10,00 hrs",No tiene,No tiene,01-01-2017,31-12-2021,No informa,Sin observaciones,94
2021,Diciembre,Técnico,APOYO DEPTO OOCC,9,TECNICO EN PREVENCION DE RIESGOS LABORALES,Región Metropolitana de Santiago,(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(12)(07),$2.866.227,2.348.520,-,-,Sí,"28.432,00 : 4,00 hrs",No tiene,No tiene,01-01-2019,31-12-2021,No informa,Sin observaciones,97
2021,Diciembre,Profesional,ENCARGADO TRANSPARENCIA,8,RELACIONES PUBLICAS,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(32)(12)(07),$3.801.187,3.124.111,-,-,Sí,"128.850,00 : 15,00 hrs",No tiene,No tiene,01-05-2016,31-12-2021,No informa,Sin observaciones,99
2021,Diciembre,Profesional,ENCARGADO ALUMBRADO DOM,6,INGENIERO DE EJECUCION EN ELECTRICIDAD,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(33)(12)(07),$5.085.997,3.728.858,-,-,Sí,"202.884,00 : 16,00 hrs",No tiene,No tiene,15-02-1995,14-12-2021,No informa,Sin observaciones,105
2021,Diciembre,Profesional,ANALISTA CONTABLE,11,CONTADOR PUBLICO AUDITOR,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(32)(13)(12)(07),$2.340.415,2.158.810,-,-,Sí,"186.736,00 : 38,00 hrs","141.526,00 : 24,00 hrs",No tiene,01-01-2016,31-12-2021,No informa,Sin observaciones,108
2021,Diciembre,Administrativo,SECRETARIA CONVENIO Y COBRANZA,11,LICENCIA EDUCACION MEDIA,Región Metropolitana de Santiago,(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(07),$2.160.269,1.299.092,-,-,No,No tiene,No tiene,No tiene,06-05-1994,31-12-2021,No informa,Sin observaciones,115
2021,Diciembre,Administrativo,INSPECTOR DE SEGURIDAD HUMANA,16,LICENCIA EUCACION MEDIA,Región Metropolitana de Santiago,(150)(149)(32),$445.792,414.810,-,-,No,No tiene,No tiene,No tiene,18-10-2021,30-11-2021,No informa,Sin observaciones,116
2021,Diciembre,Profesional,INSPECTOR TECNICO DOM,9,CONSTRUCTOR CIVIL,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(32)(07),$3.159.483,2.545.132,-,-,No,No tiene,No tiene,No tiene,01-05-2020,31-12-2021,No informa,Sin observaciones,117
2021,Diciembre,Profesional,OFICIAL PRIMERO JUZGADO,6,ABOGADA,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(33)(07),$5.050.615,4.138.987,-,-,No,No tiene,No tiene,No tiene,01-10-2002,31-12-2021,No informa,Sin observaciones,121
2021,Diciembre,Técnico,CAJERO TESORERIA,10,TECNICO SUPERIOR DE FUTBOL,Región Metropolitana de Santiago,(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(07),$2.456.507,1.935.379,-,-,No,No tiene,No tiene,No tiene,01-09-2010,31-12-2021,No informa,Sin observaciones,125
2021,Diciembre,Auxiliar,AUXILIAR APOYO ALCALDIA,18,LICENCIA EDUCACION  MEDIA,Región Metropolitana de Santiago,(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(07),$1.266.336,1.025.996,-,-,No,No tiene,No tiene,No tiene,01-01-2018,31-12-2021,No informa,Sin observaciones,127
2021,Diciembre,Administrativo,INSPECTOR SEGURIDAD HUMANA,15,TECNICO EN ELECTRONICA,Región Metropolitana de Santiago,(151)(150)(149)(78)(76)(75)(66)(44)(32)(13)(12)(07),$1.490.575,1.377.223,-,-,Sí,"7.996,00 : 3,00 hrs","137.539,00 : 43,00 hrs",No tiene,01-03-2020,31-12-2021,No informa,Sin observaciones,129
2021,Diciembre,Profesional,CONTROL EJECUCION PROGRAMAS,11,KINESIOLOGA,Región Metropolitana de Santiago,(153)(151)(150)(149)(78)(76)(75)(66)(44)(33)(32)(07),$2.320.653,1.912.974,-,-,No,No tiene,No tiene,No tiene,01-07-2017,31-12-2021,No informa,Sin observaciones,134
